LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
12739,US,Electric Vehicle Working Group,"The Secretaries of Transportation and Energy must jointly establish an
electric vehicle (EV) working group (Working Group) to make
recommendations regarding the development, adoption, and integration of
light-, medium-, and heavy-duty EVs into the transportation and energy
system of the United States. The Working Group will be comprised of 25
members from federal agencies, the automotive industry, the energy
industry, state and local governments, labor organizations, and the
property development industry.

The Working Group will produce three reports describing the status of EV
adoption, including barriers and opportunities to scale up EV adoption,
and recommendations for EV issues including electric vehicle supply
equipment (EVSE) needs, manufacturing and battery costs, EV adoption for
low- and moderate-income individuals and underserved communities, and
EVSE permitting and regulatory issues. The first report must be
submitted within 18 months of the Working Group establishment, and the
second and third reports each two years thereafter. Based on the Working
Group reports, the Secretaries of Transportation and Energy must jointly
develop, maintain, and update an EV strategy that includes how the
federal, state, and local governments, and industry can establish
quantitative transportation electrification targets, overcome barriers,
provide public EV education and awareness, identify areas of opportunity
in research and development to lower EV cost and increase performance,
and expand EVSE deployment.

The Secretaries and the Working Group will use existing federal
resources such as the [Alternative Fuels Data
Center](https://afdc.energy.gov/), the [Energy Efficient Mobility
Systems](https://www.energy.gov/eere/vehicles/energy-efficient-mobility-systems/)
program, and the [Clean Cities Coalition
Network](https://cleancities.energy.gov). The Working Group must be
established by November 15, 2022, and will terminate upon the submission
of the third and final report.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:23:38 UTC,AUTONOMOUS|ELEC|PHEV,GOV,,CCEINIT|OTHER
12740,US,Utility Electric Vehicle (EV) Promotion Measures,"The Federal Energy Regulatory Commission requires each state to consider
measures to promote greater transportation electrification, by amending
rates to:

-   Promote affordable and equitable EV charging;
-   Improve customer experience with EV charging;
-   Accelerate third party investment in electric vehicle supply
    equipment (EVSE); and,
-   Recover marginal costs of electricity delivery to EVSE.

Each state regulatory authority and each nonregulated utility must
commence consideration or set a hearing date for consideration no later
than November 15, 2022, and must complete consideration and make a
determination no later than November 15, 2024. States with existing EV
rate standards are exempt.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:31:04 UTC,ELEC|PHEV,GOV|OTHER,,REQ|FUEL|OTHER
12741,US,Electric Vehicle (EV) Studies,"The U.S. Department of Energy (DOE) must conduct a study on the
cradle-to-grave environmental impact of EVs. DOE, in coordination with
the U.S. State Department and the U.S. Department of Commerce, must also
study the impact of forced labor in China on the EV supply chain. Both
studies must submit reports to Congress by March 15, 2022. (Reference
[Public Law](https://www.congress.gov/public-laws/117th-congress)
117-58)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:33:39 UTC,ELEC|PHEV,GOV,,OTHER
12742,US,Public School Energy Program,"The U.S. Department of Energy (DOE) must establish for local educational
agencies competitive grant program for energy improvements upgrades,
including installation of alternative fuel vehicle (AFV) fueling or
charging infrastructure on school grounds and purchase or lease AFVs.
AFV fueling or charging infrastructure can be exclusively for the school
fleet or students, or open to the public. Eligible AFVs include school
buses and school fleet vehicles. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:36:52 UTC,ELEC|HY|NG|PHEV|LPG,GOV,GNT,
12743,US,Low or Zero Emission Ferry Program,"The U.S. Department of Transportation (DOT) must establish a pilot grant
program for the purchase of electric or low-emitting ferries and the
electrification of or other reduction of emissions from existing
ferries. Low-emitting ferries must use an alternative fuel, such as
methanol, natural gas, propane, hydrogen, and electricity. Awards must
include a ferry service that serves the State with the largest number of
Marine Highway System miles and a bi-state ferry service with an aging
fleet. Funding is authorized through fiscal year 2026. (Reference
[Public Law](https://www.congress.gov/public-laws/117th-congress)
117-58)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:38:54 UTC,ELEC|HY|NG|PHEV|LPG,GOV,GNT,
12744,US,National Electric Vehicle Infrastructure (NEVI) Formula Program,"The U.S. Department of Transportation's (DOT) Federal Highway
Administration (FHWA) National Electric Vehicle Infrastructure (NEVI)
Formula Program will provide funding to states to strategically deploy
electric vehicle supply equipment (EVSE) and to establish an
interconnected network to facilitate data collection, access, and
reliability. Funding is available for up to 80% of eligible project
costs, including:

-   The acquisition, installation, and network connection of EVSE to
    facilitate data collection, access, and reliability;
-   Proper operation and maintenance of EVSE; and,
-   Long-term EVSE data sharing.

EVSE must be non-proprietary, allow for open-access payment methods, be
publicly available or available to authorized commercial motor vehicle
operators from more than one company, and be located along designated
FHWA [Alternative Fuel Corridors](https://afdc.energy.gov/laws/11675)
(AFCs). If a state and DOT determine that all AFCs in the state have
been fully developed, then the state can propose alternative public
locations and roads for EVSE installation.

FHWA must distribute the NEVI Program Formula Program funds made
available each fiscal year (FY) through FY 2026, so that each state
receives an amount equal to the state FHWA funding formula determined by
23 [U.S. Code](https://www.govinfo.gov/) 104.To receive funding, states
must submit plans to the DOT and U.S. Department of Energy (DOE) [Joint
Office](https://driveelectric.gov/) for review and public posting by
August 1, 2022, describing how the state intends to distribute NEVI
funds. The FHWA will approve state plans on a rolling basis, no later
than September 30, 2022. For more information, see the [NEVI Formula
Program
Guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf)
and the state plan [recommended
template](https://driveelectric.gov/files/state-plan-template.docx).

Additionally, DOT will establish a [grant
program](https://afdc.energy.gov/laws/12732) by November 15, 2022, for
states and localities requiring additional assistance to strategically
deploy EVSE under this Program. Additional funding eligibility and
considerations will apply.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 165)
",Incentives,,2021-11-15 00:00:00 UTC,,True,2022-03-08 15:50:51 UTC,ELEC|PHEV,GOV,GNT|OTHER,
12745,US,National Multimodal Cooperative Freight Research Program,"The U.S. Department of Transportation (DOT) will establish a national
cooperative freight transportation research program (Program),
administered in collaboration with the National Academy of Sciences
(NAS). NAS will establish an advisory committee to recommend a national
research agenda on improvements in the efficiency and resiliency of
freight movement, including adapting to future trends such as
zero-emissions transportation. NAS may award research contracts or
grants under the Program.

DOT shall establish the Program by November 15, 2022, and publish annual
reports describing the ongoing research and findings. Funding will be
made available each fiscal year until November 15, 2026, and will remain
available until expended for this Program.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 49
[U.S. Code](https://www.govinfo.gov/app/collection/uscode) 702)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-12-06 20:42:43 UTC,ELEC|EFFEC|HY|OTHER,GOV|OTHER,GNT,
12746,US,Joint Office of Energy and Transportation,"The U.S. Department of Transportation (DOT) and the U.S. Department of
Energy (DOE) will establish a Joint Office of Energy and Transportation
(Joint Office) to study, plan, coordinate, and implement joint issues,
including:

-   Technical assistance related to the deployment, operation, and
    maintenance of electric vehicle supply equipment (EVSE) and hydrogen
    fueling infrastructure, vehicle-to-grid integration, and related
    programs and policies;
-   Data sharing of installation, maintenance, and utilization to
    continue to inform the network build out of EVSE and hydrogen
    fueling infrastructure;
-   Performance of a national and regionalized study of EVSE and
    hydrogen fueling infrastructure needs and deployment factors, to
    support grants for community resilience and electric vehicle (EV)
    integration;
-   Development and deployment of training and certification programs;
-   Electric infrastructure and utility accommodation planning in
    transportation rights-of ways; and,
-   Research, strategies, and actions to reduce transportation-related
    emissions and mitigate the effects of climate change.

The Joint Office will create a public database that includes EVSE data
maintained on the DOE Alternative Fuels Data Center\'s [Alternative
Fueling Station
Locator](https://afdc.energy.gov/stations/#/find/nearest) and potential
EVSE locations identified by eligible entities. For more information,
see the [Joint Office](https://driveelectric.gov/) website.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,True,2022-02-11 18:14:50 UTC,ELEC|HY,GOV,,AIRQEMISSIONS|CCEINIT|OTHER
12827,US,Environmental Justice Community Technical Assistance Program,"The U.S. Department of Energy (DOE) Communities Local Energy Action
Program (LEAP) Pilot facilitates sustained, community-wide economic and
environmental benefits through DOE's clean energy deployment work. This
technical assistance opportunity is specifically open to low-income,
energy-burdened communities that are also experiencing either direct
environmental justice impacts, or direct economic impacts from a shift
away from historical reliance on fossil fuels. DOE will provide
technical assistance services to support up to 36 communities to develop
their own community-driven clean energy transition approach. For more
information, visit the DOE [Communities
LEAP](https://www.energy.gov/communitiesLEAP/communities-leap) website.
",Incentives,,,,False,,BIOD|ETH|ELEC|HY|NG|OTHER|PHEV|LPG,GOV|OTHER,OTHER,
12828,US,Innovative Research and Development Competitive Prizes,"The American-Made Challenges are a series of prize competitions, in
partnership with the National Renewable Energy Laboratory, that are
designed to incentivize the nation's entrepreneurs to reenergize
innovation, reassert American leadership in the energy marketplace, and
connect entrepreneurs to the private sector and U.S. Department of
Energy's national laboratories. These challenges seek to lower the
barriers U.S.-based innovators face by spurring manufacturing,
developing innovative solutions and products, and creating new domestic
jobs and opportunities through public-private partnerships. For more
information, including current prize challenges, visit the
[American-Made
Challenges](https://www.herox.com/American-Made-Challenges) website.
",Incentives,,,,False,,ELEC|HY|PHEV,MAN|GOV|OTHER,OTHER,
